"kode_titik","kode","kode_kecamatan","kelurahan","created_at","updated_at"
"11.01.13.2008","1101132008","11.01.13","Kampung Padang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2009","1101132009","11.01.13","Pulo Air","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2010","1101132010","11.01.13","Lawe Melang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2011","1101132011","11.01.13","Mersak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2012","1101132012","11.01.13","Simpang Dua","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.13.2013","1101132013","11.01.13","Simpang Tiga","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2001","1101142001","11.01.14","Paya Dapur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2002","1101142002","11.01.14","Sapik","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2003","1101142003","11.01.14","Alai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2004","1101142004","11.01.14","Durian Kawan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2005","1101142005","11.01.14","Lawe Sawah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2006","1101142006","11.01.14","Lawe Buluh Didi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2007","1101142007","11.01.14","Pucuk Lembang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2008","1101142008","11.01.14","Paya Laba","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.14.2009","1101142009","11.01.14","Lawe Cimanok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.15.2001","1101152001","11.01.15","Pasie Seubadeh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.15.2002","1101152002","11.01.15","Ladang Rimba","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.15.2003","1101152003","11.01.15","Ujong Pulo Rayeuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.15.2004","1101152004","11.01.15","Sawah Tingkeum","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.15.2005","1101152005","11.01.15","Simpang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.15.2006","1101152006","11.01.15","Ujong Pulo Cut","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.15.2008","1101152008","11.01.15","Seuleukat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2005","1101162005","11.01.16","Pinto Rimba","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2006","1101162006","11.01.16","Krueng Luas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2007","1101162007","11.01.16","Jambo Dalem","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2008","1101162008","11.01.16","Kapa Sesak","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2009","1101162009","11.01.16","Seuneubok Punto","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2010","1101162010","11.01.16","Seuneubok Pusaka","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2011","1101162011","11.01.16","Alur Bujok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.16.2012","1101162012","11.01.16","Titi Poben","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2001","1101172001","11.01.17","Buket Gadeng","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2002","1101172002","11.01.17","Rambong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2003","1101172003","11.01.17","Seuneubok Keuranji","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2004","1101172004","11.01.17","Seuneubok Alur Buloh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2005","1101172005","11.01.17","Ujong Tanoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2006","1101172006","11.01.17","Ujong Gunong Cut","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2007","1101172007","11.01.17","Ujong Gunung Rayeuk","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2008","1101172008","11.01.17","Beutong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2009","1101172009","11.01.17","Jambo Keupok","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.17.2010","1101172010","11.01.17","Alurduamas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2001","1101182001","11.01.18","Ladang Rimba","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2002","1101182002","11.01.18","Gunong Kapho","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2003","1101182003","11.01.18","Kampong Teungoh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2004","1101182004","11.01.18","Krueng Batee","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2005","1101182005","11.01.18","Pulo Paya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2006","1101182006","11.01.18","Jambo Papeun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2007","1101182007","11.01.18","Cot Bayu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2008","1101182008","11.01.18","Naca","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2009","1101182009","11.01.18","Ie Jeureuneh","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.01.18.2010","1101182010","11.01.18","Lhok Raya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2001","1102012001","11.02.01","Engkeran","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2002","1102012002","11.02.01","Rumah Kampung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2004","1102012004","11.02.01","Pasir Bangun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2006","1102012006","11.02.01","Kubu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2007","1102012007","11.02.01","Lawe Kongker","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2008","1102012008","11.02.01","Kuta Cingkam II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2009","1102012009","11.02.01","Muara Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2011","1102012011","11.02.01","Kuta Batu I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2012","1102012012","11.02.01","Kuta Cingkam I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2013","1102012013","11.02.01","Kuta Batu II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2014","1102012014","11.02.01","Lawe Sempilang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2015","1102012015","11.02.01","Prapat Batu Nunggul","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2016","1102012016","11.02.01","Pulo Sepang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2017","1102012017","11.02.01","Rih Mbelang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2018","1102012018","11.02.01","Kute Batu Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2019","1102012019","11.02.01","Darul Amin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2020","1102012020","11.02.01","Lawe Lubang Indah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2021","1102012021","11.02.01","Batu Hamparan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2022","1102012022","11.02.01","Paye Munje","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2023","1102012023","11.02.01","Pulo Ndapdap","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2024","1102012024","11.02.01","Pasir Nunggul","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2025","1102012025","11.02.01","Cingkham Mekhanggun","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2026","1102012026","11.02.01","Pintu Khimbe","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2027","1102012027","11.02.01","Lawe Kongker Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2028","1102012028","11.02.01","Pulo Gadung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2029","1102012029","11.02.01","Pasikh Pehkmate","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2030","1102012030","11.02.01","Pasikh Nunang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.01.2031","1102012031","11.02.01","Deleng Kukusen","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2001","1102022001","11.02.02","Bukit Merdeka","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2002","1102022002","11.02.02","Darul Aman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2003","1102022003","11.02.02","Lawe Kesumpat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2004","1102022004","11.02.02","Lawe Tua Gabungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2005","1102022005","11.02.02","Lawe Sigala II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2006","1102022006","11.02.02","Lawe Sigala Timur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2007","1102022007","11.02.02","Lawe Sigala Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2008","1102022008","11.02.02","Suka Damai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2009","1102022009","11.02.02","Kute Tengah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2010","1102022010","11.02.02","Tanah Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2011","1102022011","11.02.02","Kedataran Gabungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2012","1102022012","11.02.02","Gabungan Parsaroan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2013","1102022013","11.02.02","Lawe Loning Gabungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2014","1102022014","11.02.02","Lawe Loning Aman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2015","1102022015","11.02.02","Suka Maju","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2016","1102022016","11.02.02","Lawe Tua Makmur","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2017","1102022017","11.02.02","Lawe Tua Persatuan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2018","1102022018","11.02.02","Lawe Serke","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2019","1102022019","11.02.02","Lawe Rakat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2020","1102022020","11.02.02","Suka Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2021","1102022021","11.02.02","Enmiya Batu Dua Ratus","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2022","1102022022","11.02.02","Sebungke","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2023","1102022023","11.02.02","Bukit Sepakat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2024","1102022024","11.02.02","Lawe Loning Sepakat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2025","1102022025","11.02.02","Lawe Loning I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2026","1102022026","11.02.02","Gaya Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2027","1102022027","11.02.02","Gelah Musara","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2028","1102022028","11.02.02","Mulie Dame","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2029","1102022029","11.02.02","Lawe Loning Hakhapen","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2030","1102022030","11.02.02","Karya Indah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2031","1102022031","11.02.02","Kayu Mbelin","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2032","1102022032","11.02.02","Lawe Sigala Barat Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2033","1102022033","11.02.02","Lawe Pekhidinen","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2034","1102022034","11.02.02","Kertimbang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.02.2035","1102022035","11.02.02","Ndauh Nitenggo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2001","1102032001","11.02.03","Bambel Gabungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2002","1102032002","11.02.03","Kisam","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2005","1102032005","11.02.03","Lawe Hijo","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2006","1102032006","11.02.03","Pinding","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2009","1102032009","11.02.03","Terutung Megara Asli","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2011","1102032011","11.02.03","Biak Muli","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2012","1102032012","11.02.03","Kute Lang-Lang","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2013","1102032013","11.02.03","Pedesi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2014","1102032014","11.02.03","Terutung Payung Hulu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2015","1102032015","11.02.03","Terutung Payung Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2016","1102032016","11.02.03","Tualang Sembilar","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2017","1102032017","11.02.03","Kuning I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2018","1102032018","11.02.03","Kuning II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2019","1102032019","11.02.03","Cinta Damai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2020","1102032020","11.02.03","Likat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2021","1102032021","11.02.03","Rikit","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2023","1102032023","11.02.03","Bambel","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2025","1102032025","11.02.03","Lawe Kihing","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2026","1102032026","11.02.03","Terutung Seperai","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2027","1102032027","11.02.03","Kute Seri","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2028","1102032028","11.02.03","Kuta Antara","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2029","1102032029","11.02.03","Pulo Perengge","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2031","1102032031","11.02.03","Pulo Kendondong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2033","1102032033","11.02.03","Pancakh Iman","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2034","1102032034","11.02.03","Biak Muli Baru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2035","1102032035","11.02.03","Biak Muli Pantai Raja","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2036","1102032036","11.02.03","Biak Muli Sejahtera","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2037","1102032037","11.02.03","Lembah Haji","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2038","1102032038","11.02.03","Terutung PayungGabungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2039","1102032039","11.02.03","Lawe Hijo Metuah","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2040","1102032040","11.02.03","Ampera","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2041","1102032041","11.02.03","Tembilakh Mbakhu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.03.2042","1102032042","11.02.03","Kute Lang-Lang Bakhu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2001","1102042001","11.02.04","Kota Kutacane","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2002","1102042002","11.02.04","Perapat Hilir","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2003","1102042003","11.02.04","Perapat Hulu","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2004","1102042004","11.02.04","Muara Lawe Bulan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2005","1102042005","11.02.04","Mbarung","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2006","1102042006","11.02.04","Batu Mbulan Asli","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2007","1102042007","11.02.04","Batu Mbulan I","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2008","1102042008","11.02.04","Batu Mbulan II","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2009","1102042009","11.02.04","Kampung Raja","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2010","1102042010","11.02.04","Pulonas","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2011","1102042011","11.02.04","Kampung Melayu Gabungan","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2012","1102042012","11.02.04","Terutung Pedi","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2013","1102042013","11.02.04","Kute Rih","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2014","1102042014","11.02.04","Gumpang Jaya","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2015","1102042015","11.02.04","Pulo Latong","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2016","1102042016","11.02.04","Kutacane Lama","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2017","1102042017","11.02.04","Batu Mbulan Mbaru","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2018","1102042018","11.02.04","Pulo Peding","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2019","1102042019","11.02.04","Mendabe","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
"11.02.04.2020","1102042020","11.02.04","Ujung Barat","2024-03-02 20:06:02.214143+07","2024-03-02 20:06:02.214143+07"
